"figure","country","year","predicted_stage","indicator","value"
"ED 3","Canada",2012,"Stage 3","obesity",27.1
"ED 3","Canada",2013,"Stage 3","obesity",27.7
"ED 3","Canada",2014,"Stage 3","obesity",28.3
"ED 3","Canada",2015,"Stage 3","obesity",28.8
"ED 3","Canada",2016,"Stage 3","obesity",29.4
"ED 3","China",1975,"Stage 1","obesity",0.5
"ED 3","China",1976,"Stage 1","obesity",0.5
"ED 3","China",1977,"Stage 1","obesity",0.5
"ED 3","China",1978,"Stage 1","obesity",0.6
"ED 3","China",1979,"Stage 1","obesity",0.6
"ED 3","China",1980,"Stage 1","obesity",0.6
"ED 3","China",1981,"Stage 1","obesity",0.7
"ED 3","China",1982,"Stage 1","obesity",0.7
"ED 3","China",1983,"Stage 1","obesity",0.8
"ED 3","China",1984,"Stage 1","obesity",0.8
"ED 3","China",1985,"Stage 1","obesity",0.9
"ED 3","China",1986,"Stage 1","obesity",0.9
"ED 3","China",1987,"Stage 1","obesity",1
"ED 3","China",1988,"Stage 1","obesity",1.1
"ED 3","China",1989,"Stage 1","obesity",1.2
"ED 3","China",1990,"Stage 1","obesity",1.2
"ED 3","China",1991,"Stage 1","obesity",1.3
"ED 3","China",1992,"Stage 1","obesity",1.4
"ED 3","China",1993,"Stage 1","obesity",1.5
"ED 3","China",1994,"Stage 1","obesity",1.6
"ED 3","China",1995,"Stage 1","obesity",1.7
"ED 3","China",1996,"Stage 1","obesity",1.8
"ED 3","China",1997,"Stage 1","obesity",1.9
"ED 3","China",1998,"Stage 1","obesity",2.1
"ED 3","China",1999,"Stage 1","obesity",2.2
"ED 3","China",2000,"Stage 1","obesity",2.4
"ED 3","China",2001,"Stage 1","obesity",2.5
"ED 3","China",2002,"Stage 1","obesity",2.7
"ED 3","China",2003,"Stage 1","obesity",2.8
"ED 3","China",2004,"Stage 1","obesity",3
"ED 3","China",2005,"Stage 1","obesity",3.2
"ED 3","China",2006,"Stage 1","obesity",3.4
"ED 3","China",2007,"Stage 1","obesity",3.7
"ED 3","China",2008,"Stage 1","obesity",3.9
"ED 3","China",2009,"Stage 1","obesity",4.1
"ED 3","China",2010,"Stage 2","obesity",4.4
"ED 3","China",2011,"Stage 2","obesity",4.7
"ED 3","China",2012,"Stage 2","obesity",5
"ED 3","China",2013,"Stage 2","obesity",5.2
"ED 3","China",2014,"Stage 2","obesity",5.5
"ED 3","China",2015,"Stage 2","obesity",5.9
"ED 3","China",2016,"Stage 2","obesity",6.2
"ED 3","Colombia",2000,"Stage 1","obesity",15.4
"ED 3","Colombia",2001,"Stage 1","obesity",15.7
"ED 3","Colombia",2002,"Stage 1","obesity",16.2
"ED 3","Colombia",2003,"Stage 1","obesity",16.6
"ED 3","Colombia",2004,"Stage 1","obesity",17
"ED 3","Colombia",2005,"Stage 1","obesity",17.4
"ED 3","Colombia",2006,"Stage 1","obesity",17.8
"ED 3","Colombia",2007,"Stage 1","obesity",18.2
"ED 3","Colombia",2008,"Stage 1","obesity",18.7
"ED 3","Colombia",2009,"Stage 1","obesity",19.1
"ED 3","Colombia",2010,"Stage 2","obesity",19.5
"ED 3","Colombia",2011,"Stage 2","obesity",20
"ED 3","Colombia",2012,"Stage 2","obesity",20.4
"ED 3","Colombia",2013,"Stage 2","obesity",20.9
"ED 3","Colombia",2014,"Stage 2","obesity",21.4
"ED 3","Colombia",2015,"Stage 2","obesity",21.9
"ED 3","Colombia",2016,"Stage 2","obesity",22.3
"ED 3","Croatia",1975,"Stage 2","obesity",9.2
"ED 3","Croatia",1976,"Stage 2","obesity",9.5
"ED 3","Croatia",1977,"Stage 2","obesity",9.9
"ED 3","Croatia",1978,"Stage 2","obesity",10.3
"ED 3","Croatia",1979,"Stage 2","obesity",10.6
"ED 3","Croatia",1980,"Stage 2","obesity",11
"ED 3","Croatia",1981,"Stage 2","obesity",11.4
"ED 3","Croatia",1982,"Stage 2","obesity",11.8
"ED 3","Croatia",1983,"Stage 2","obesity",12.1
"ED 3","Croatia",1984,"Stage 2","obesity",12.5
"ED 3","Croatia",1985,"Stage 2","obesity",12.8
"ED 3","Croatia",1986,"Stage 2","obesity",13.1
"ED 3","Croatia",1987,"Stage 2","obesity",13.4
"ED 3","Croatia",1988,"Stage 2","obesity",13.7
"ED 3","Croatia",1989,"Stage 2","obesity",14
"ED 3","Croatia",1990,"Stage 2","obesity",14.3
"ED 3","Croatia",1991,"Stage 2","obesity",14.6
"ED 3","Croatia",1992,"Stage 2","obesity",14.9
"ED 3","Croatia",1993,"Stage 2","obesity",15.2
"ED 3","Croatia",1994,"Stage 2","obesity",15.6
"ED 3","Croatia",1995,"Stage 2","obesity",15.9
"ED 3","Croatia",1996,"Stage 2","obesity",16.2
"ED 3","Croatia",1997,"Stage 2","obesity",16.5
"ED 3","Croatia",1998,"Stage 2","obesity",16.9
"ED 3","Croatia",1999,"Stage 2","obesity",17.2
"ED 3","Croatia",2000,"Stage 2","obesity",17.5
"ED 3","Croatia",2001,"Stage 2","obesity",17.9
"ED 3","Croatia",2002,"Stage 2","obesity",18.3
"ED 3","Croatia",2003,"Stage 2","obesity",18.6
"ED 3","Croatia",2004,"Stage 2","obesity",19
"ED 3","Croatia",2005,"Stage 2","obesity",19.4
"ED 3","Croatia",2006,"Stage 2","obesity",19.8
"ED 3","Croatia",2007,"Stage 2","obesity",20.2
"ED 3","Croatia",2008,"Stage 2","obesity",20.7
"ED 3","Croatia",2009,"Stage 2","obesity",21.1
"ED 3","Croatia",2010,"Stage 2","obesity",21.6
"ED 3","Croatia",2011,"Stage 2","obesity",22
"ED 3","Croatia",2012,"Stage 2","obesity",22.5
"ED 3","Croatia",2013,"Stage 2","obesity",22.9
"ED 3","Croatia",2014,"Stage 2","obesity",23.4
"ED 3","Croatia",2015,"Stage 2","obesity",23.9
"ED 3","Croatia",2016,"Stage 2","obesity",24.4
"ED 3","Cyprus",2010,"Stage 2","obesity",19.8
"ED 3","Cyprus",2011,"Stage 2","obesity",20.1
"ED 3","Cyprus",2012,"Stage 2","obesity",20.4
"ED 3","Cyprus",2013,"Stage 2","obesity",20.7
"ED 3","Cyprus",2014,"Stage 2","obesity",21.1
"ED 3","Cyprus",2015,"Stage 2","obesity",21.4
"ED 3","Cyprus",2016,"Stage 2","obesity",21.8
"ED 3","Czech Republic",1975,"Stage 2","obesity",13.8
"ED 3","Czech Republic",1976,"Stage 2","obesity",14.2
"ED 3","Czech Republic",1977,"Stage 2","obesity",14.6
"ED 3","Czech Republic",1978,"Stage 2","obesity",15
"ED 3","Czech Republic",1979,"Stage 2","obesity",15.5
"ED 3","Czech Republic",2000,"Stage 3","obesity",21
"ED 3","Czech Republic",2001,"Stage 3","obesity",21.2
"ED 3","Czech Republic",2002,"Stage 3","obesity",21.5
"ED 3","Czech Republic",2003,"Stage 3","obesity",21.7
"ED 3","Czech Republic",2004,"Stage 3","obesity",22
"ED 3","Czech Republic",2005,"Stage 3","obesity",22.3
"ED 3","Czech Republic",2006,"Stage 3","obesity",22.6
"ED 3","Czech Republic",2007,"Stage 3","obesity",22.9
"ED 3","Czech Republic",2008,"Stage 3","obesity",23.2
"ED 3","Czech Republic",2009,"Stage 3","obesity",23.6
"ED 3","Czech Republic",2010,"Stage 3","obesity",23.9
"ED 3","Czech Republic",2011,"Stage 3","obesity",24.2
"ED 3","Czech Republic",2012,"Stage 3","obesity",24.5
"ED 3","Czech Republic",2013,"Stage 3","obesity",24.9
"ED 3","Czech Republic",2014,"Stage 3","obesity",25.2
"ED 3","Czech Republic",2015,"Stage 3","obesity",25.6
"ED 3","Czech Republic",2016,"Stage 3","obesity",26
"ED 3","Denmark",1975,"Stage 2","obesity",7.2
"ED 3","Denmark",1976,"Stage 2","obesity",7.4
"ED 3","Denmark",1977,"Stage 2","obesity",7.6
"ED 3","Denmark",1978,"Stage 2","obesity",7.9
"ED 3","Denmark",1979,"Stage 2","obesity",8.1
"ED 3","Denmark",1980,"Stage 2","obesity",8.4
"ED 3","Denmark",1981,"Stage 2","obesity",8.6
"ED 3","Denmark",1982,"Stage 2","obesity",8.9
"ED 3","Denmark",1983,"Stage 2","obesity",9.1
"ED 3","Denmark",1984,"Stage 2","obesity",9.4
"ED 3","Denmark",1985,"Stage 2","obesity",9.6
"ED 3","Denmark",1986,"Stage 2","obesity",9.9
"ED 3","Denmark",1987,"Stage 2","obesity",10.2
"ED 3","Denmark",1988,"Stage 2","obesity",10.4
"ED 3","Denmark",1989,"Stage 2","obesity",10.7
"ED 3","Denmark",1990,"Stage 3","obesity",11
"ED 3","Denmark",1991,"Stage 3","obesity",11.3
"ED 3","Denmark",1992,"Stage 3","obesity",11.6
"ED 3","Denmark",1993,"Stage 3","obesity",11.9
"ED 3","Denmark",1994,"Stage 3","obesity",12.2
"ED 3","Denmark",1995,"Stage 3","obesity",12.5
"ED 3","Denmark",1996,"Stage 3","obesity",12.8
"ED 3","Denmark",1997,"Stage 3","obesity",13.1
"ED 3","Denmark",1998,"Stage 3","obesity",13.4
"ED 3","Denmark",1999,"Stage 3","obesity",13.7
"ED 3","Denmark",2000,"Stage 3","obesity",14
"ED 3","Denmark",2001,"Stage 3","obesity",14.4
"ED 3","Denmark",2002,"Stage 3","obesity",14.7
"ED 3","Denmark",2003,"Stage 3","obesity",15
"ED 3","Denmark",2004,"Stage 3","obesity",15.3
"ED 3","Denmark",2005,"Stage 3","obesity",15.7
"ED 3","Denmark",2006,"Stage 3","obesity",16
"ED 3","Denmark",2007,"Stage 3","obesity",16.4
"ED 3","Denmark",2008,"Stage 3","obesity",16.7
"ED 3","Denmark",2009,"Stage 3","obesity",17.1
"ED 3","Denmark",2010,"Stage 3","obesity",17.4
"ED 3","Denmark",2011,"Stage 3","obesity",17.8
"ED 3","Denmark",2012,"Stage 3","obesity",18.1
"ED 3","Denmark",2013,"Stage 3","obesity",18.5
"ED 3","Denmark",2014,"Stage 3","obesity",18.9
"ED 3","Denmark",2015,"Stage 3","obesity",19.3
"ED 3","Denmark",2016,"Stage 3","obesity",19.7
"ED 3","Estonia",1980,"Stage 1","obesity",13.8
"ED 3","Estonia",1981,"Stage 1","obesity",14
"ED 3","Estonia",1982,"Stage 1","obesity",14.2
"ED 3","Estonia",1983,"Stage 1","obesity",14.4
"ED 3","Estonia",1984,"Stage 1","obesity",14.6
"ED 3","Estonia",1985,"Stage 1","obesity",14.8
"ED 3","Estonia",1986,"Stage 1","obesity",15
"ED 3","Estonia",1987,"Stage 1","obesity",15.2
"ED 3","Estonia",1988,"Stage 1","obesity",15.4
"ED 3","Estonia",1989,"Stage 1","obesity",15.5
"ED 3","Estonia",1990,"Stage 2","obesity",15.7
"ED 3","Estonia",1991,"Stage 2","obesity",15.9
"ED 3","Estonia",1992,"Stage 2","obesity",16.1
"ED 3","Estonia",1993,"Stage 2","obesity",16.2
"ED 3","Estonia",1994,"Stage 2","obesity",16.4
"ED 3","Estonia",1995,"Stage 2","obesity",16.5
"ED 3","Estonia",1996,"Stage 2","obesity",16.7
"ED 3","Estonia",1997,"Stage 2","obesity",16.9
"ED 3","Estonia",1998,"Stage 2","obesity",17
"ED 3","Estonia",1999,"Stage 2","obesity",17.2
"ED 3","Estonia",2010,"Stage 3","obesity",19.6
"ED 3","Estonia",2011,"Stage 3","obesity",19.9
"ED 3","Estonia",2012,"Stage 3","obesity",20.1
"ED 3","Estonia",2013,"Stage 3","obesity",20.4
"ED 3","Estonia",2014,"Stage 3","obesity",20.7
"ED 3","Estonia",2015,"Stage 3","obesity",20.9
"ED 3","Estonia",2016,"Stage 3","obesity",21.2
"ED 3","Finland",1975,"Stage 2","obesity",6.9
"ED 3","Finland",1976,"Stage 2","obesity",7.2
"ED 3","Finland",1977,"Stage 2","obesity",7.5
"ED 3","Finland",1978,"Stage 2","obesity",7.8
"ED 3","Finland",1979,"Stage 2","obesity",8.2
"ED 3","Finland",1980,"Stage 2","obesity",8.5
"ED 3","Finland",1981,"Stage 2","obesity",8.8
"ED 3","Finland",1982,"Stage 2","obesity",9.2
"ED 3","Finland",1983,"Stage 2","obesity",9.6
"ED 3","Finland",1984,"Stage 2","obesity",9.9
"ED 3","Finland",1985,"Stage 2","obesity",10.3
"ED 3","Finland",1986,"Stage 2","obesity",10.7
"ED 3","Finland",1987,"Stage 2","obesity",11.1
"ED 3","Finland",1988,"Stage 2","obesity",11.5
"ED 3","Finland",1989,"Stage 2","obesity",12
"ED 3","Finland",1990,"Stage 3","obesity",12.4
"ED 3","Finland",1991,"Stage 3","obesity",12.8
"ED 3","Finland",1992,"Stage 3","obesity",13.2
"ED 3","Finland",1993,"Stage 3","obesity",13.6
"ED 3","Finland",1994,"Stage 3","obesity",14
"ED 3","Finland",1995,"Stage 3","obesity",14.4
"ED 3","Finland",1996,"Stage 3","obesity",14.8
"ED 3","Finland",1997,"Stage 3","obesity",15.2
"ED 3","Finland",1998,"Stage 3","obesity",15.6
"ED 3","Finland",1999,"Stage 3","obesity",16
"ED 3","Finland",2000,"Stage 3","obesity",16.4
"ED 3","Finland",2001,"Stage 3","obesity",16.7
"ED 3","Finland",2002,"Stage 3","obesity",17.1
"ED 3","Finland",2003,"Stage 3","obesity",17.5
"ED 3","Finland",2004,"Stage 3","obesity",17.8
"ED 3","Finland",2005,"Stage 3","obesity",18.2
"ED 3","Finland",2006,"Stage 3","obesity",18.5
"ED 3","Finland",2007,"Stage 3","obesity",18.9
"ED 3","Finland",2008,"Stage 3","obesity",19.3
"ED 3","Finland",2009,"Stage 3","obesity",19.6
"ED 3","Finland",2010,"Stage 3","obesity",20
"ED 3","Finland",2011,"Stage 3","obesity",20.3
"ED 3","Finland",2012,"Stage 3","obesity",20.7
"ED 3","Finland",2013,"Stage 3","obesity",21.1
"ED 3","Finland",2014,"Stage 3","obesity",21.4
"ED 3","Finland",2015,"Stage 3","obesity",21.8
"ED 3","Finland",2016,"Stage 3","obesity",22.2
"ED 3","France",1980,"Stage 2","obesity",10
"ED 3","France",1981,"Stage 2","obesity",10.3
"ED 3","France",1982,"Stage 2","obesity",10.5
"ED 3","France",1983,"Stage 2","obesity",10.7
"ED 3","France",1984,"Stage 2","obesity",11
"ED 3","France",1985,"Stage 2","obesity",11.2
"ED 3","France",1986,"Stage 2","obesity",11.5
"ED 3","France",1987,"Stage 2","obesity",11.8
"ED 3","France",1988,"Stage 2","obesity",12
"ED 3","France",1989,"Stage 2","obesity",12.3
"ED 3","France",1990,"Stage 2","obesity",12.6
"ED 3","France",1991,"Stage 2","obesity",12.9
"ED 3","France",1992,"Stage 2","obesity",13.2
"ED 3","France",1993,"Stage 2","obesity",13.5
"ED 3","France",1994,"Stage 2","obesity",13.8
"ED 3","France",1995,"Stage 2","obesity",14.1
"ED 3","France",1996,"Stage 2","obesity",14.5
"ED 3","France",1997,"Stage 2","obesity",14.8
"ED 3","France",1998,"Stage 2","obesity",15.1
"ED 3","France",1999,"Stage 2","obesity",15.5
"ED 3","France",2000,"Stage 3","obesity",15.8
"ED 3","France",2001,"Stage 3","obesity",16.2
"ED 3","France",2002,"Stage 3","obesity",16.5
"ED 3","France",2003,"Stage 3","obesity",16.9
"ED 3","France",2004,"Stage 3","obesity",17.2
"ED 3","France",2005,"Stage 3","obesity",17.6
"ED 3","France",2006,"Stage 3","obesity",17.9
"ED 3","France",2007,"Stage 3","obesity",18.3
"ED 3","France",2008,"Stage 3","obesity",18.6
"ED 3","France",2009,"Stage 3","obesity",19
"ED 3","France",2010,"Stage 3","obesity",19.3
"ED 3","France",2011,"Stage 3","obesity",19.7
"ED 3","France",2012,"Stage 3","obesity",20.1
"ED 3","France",2013,"Stage 3","obesity",20.4
"ED 3","France",2014,"Stage 3","obesity",20.8
"ED 3","France",2015,"Stage 3","obesity",21.2
"ED 3","France",2016,"Stage 3","obesity",21.6
"ED 3","Germany",1975,"Stage 2","obesity",9
"ED 3","Germany",1976,"Stage 2","obesity",9.2
"ED 3","Germany",1977,"Stage 2","obesity",9.4
"ED 3","Germany",1978,"Stage 2","obesity",9.6
"ED 3","Germany",1979,"Stage 2","obesity",9.8
"ED 3","Germany",1980,"Stage 2","obesity",10.1
"ED 3","Germany",1981,"Stage 2","obesity",10.3
"ED 3","Germany",1982,"Stage 2","obesity",10.6
"ED 3","Germany",1983,"Stage 2","obesity",10.8
"ED 3","Germany",1984,"Stage 2","obesity",11.1
"ED 3","Germany",1985,"Stage 2","obesity",11.3
"ED 3","Germany",1986,"Stage 2","obesity",11.6
"ED 3","Germany",1987,"Stage 2","obesity",11.9
"ED 3","Germany",1988,"Stage 2","obesity",12.2
"ED 3","Germany",1989,"Stage 2","obesity",12.5
"ED 3","Germany",1990,"Stage 2","obesity",12.8
"ED 3","Germany",1991,"Stage 2","obesity",13.2
"ED 3","Germany",1992,"Stage 2","obesity",13.5
"ED 3","Germany",1993,"Stage 2","obesity",13.8
"ED 3","Germany",1994,"Stage 2","obesity",14.2
"ED 3","Germany",1995,"Stage 2","obesity",14.5
"ED 3","Germany",1996,"Stage 2","obesity",14.9
"ED 3","Germany",1997,"Stage 2","obesity",15.2
"ED 3","Germany",1998,"Stage 2","obesity",15.6
"ED 3","Germany",1999,"Stage 2","obesity",15.9
"ED 3","Germany",2000,"Stage 2","obesity",16.3
"ED 3","Germany",2001,"Stage 2","obesity",16.6
"ED 3","Germany",2002,"Stage 2","obesity",17
"ED 3","Germany",2003,"Stage 2","obesity",17.3
"ED 3","Germany",2004,"Stage 2","obesity",17.7
"ED 3","Germany",2005,"Stage 2","obesity",18
"ED 3","Germany",2006,"Stage 2","obesity",18.4
"ED 3","Germany",2007,"Stage 2","obesity",18.8
"ED 3","Germany",2008,"Stage 2","obesity",19.2
"ED 3","Germany",2009,"Stage 2","obesity",19.5
"ED 3","Germany",2010,"Stage 3","obesity",19.9
"ED 3","Germany",2011,"Stage 3","obesity",20.3
"ED 3","Germany",2012,"Stage 3","obesity",20.7
"ED 3","Germany",2013,"Stage 3","obesity",21.1
"ED 3","Germany",2014,"Stage 3","obesity",21.5
"ED 3","Germany",2015,"Stage 3","obesity",21.9
"ED 3","Germany",2016,"Stage 3","obesity",22.3
"ED 3","Greece",1980,"Stage 2","obesity",11.5
"ED 3","Greece",1981,"Stage 2","obesity",11.8
"ED 3","Greece",1982,"Stage 2","obesity",12.2
"ED 3","Greece",1983,"Stage 2","obesity",12.5
"ED 3","Greece",1984,"Stage 2","obesity",12.9
"ED 3","Greece",1985,"Stage 2","obesity",13.2
"ED 3","Greece",1986,"Stage 2","obesity",13.6
"ED 3","Greece",1987,"Stage 2","obesity",13.9
"ED 3","Greece",1988,"Stage 2","obesity",14.2
"ED 3","Greece",1989,"Stage 2","obesity",14.6
"ED 3","Greece",1990,"Stage 2","obesity",14.9
"ED 3","Greece",1991,"Stage 2","obesity",15.3
"ED 3","Greece",1992,"Stage 2","obesity",15.6
"ED 3","Greece",1993,"Stage 2","obesity",16
"ED 3","Greece",1994,"Stage 2","obesity",16.4
"ED 3","Greece",1995,"Stage 2","obesity",16.7
"ED 3","Greece",1996,"Stage 2","obesity",17.1
"ED 3","Greece",1997,"Stage 2","obesity",17.4
"ED 3","Greece",1998,"Stage 2","obesity",17.8
"ED 3","Greece",1999,"Stage 2","obesity",18.2
"ED 3","Greece",2000,"Stage 2","obesity",18.5
"ED 3","Greece",2001,"Stage 2","obesity",18.9
"ED 3","Greece",2002,"Stage 2","obesity",19.3
"ED 3","Greece",2003,"Stage 2","obesity",19.6
"ED 3","Greece",2004,"Stage 2","obesity",20
"ED 3","Greece",2005,"Stage 2","obesity",20.4
"ED 3","Greece",2006,"Stage 2","obesity",20.8
"ED 3","Greece",2007,"Stage 2","obesity",21.2
"ED 3","Greece",2008,"Stage 2","obesity",21.6
"ED 3","Greece",2009,"Stage 2","obesity",22
"ED 3","Greece",2010,"Stage 2","obesity",22.4
"ED 3","Greece",2011,"Stage 2","obesity",22.8
"ED 3","Greece",2012,"Stage 2","obesity",23.2
"ED 3","Greece",2013,"Stage 2","obesity",23.6
"ED 3","Greece",2014,"Stage 2","obesity",24
"ED 3","Greece",2015,"Stage 2","obesity",24.4
"ED 3","Greece",2016,"Stage 2","obesity",24.9
"ED 3","Hungary",1975,"Stage 2","obesity",12.6
"ED 3","Hungary",1976,"Stage 2","obesity",12.9
"ED 3","Hungary",1977,"Stage 2","obesity",13.2
"ED 3","Hungary",1978,"Stage 2","obesity",13.5
"ED 3","Hungary",1979,"Stage 2","obesity",13.8
"ED 3","Hungary",1980,"Stage 2","obesity",14.1
"ED 3","Hungary",1981,"Stage 2","obesity",14.4
"ED 3","Hungary",1982,"Stage 2","obesity",14.6
"ED 3","Hungary",1983,"Stage 2","obesity",14.9
"ED 3","Hungary",1984,"Stage 2","obesity",15.2
"ED 3","Hungary",1985,"Stage 2","obesity",15.5
"ED 3","Hungary",1986,"Stage 2","obesity",15.8
"ED 3","Hungary",1987,"Stage 2","obesity",16.1
"ED 3","Hungary",1988,"Stage 2","obesity",16.3
"ED 3","Hungary",1989,"Stage 2","obesity",16.6
"ED 3","Hungary",1990,"Stage 3","obesity",16.9
"ED 3","Hungary",1991,"Stage 3","obesity",17.2
"ED 3","Hungary",1992,"Stage 3","obesity",17.4
"ED 3","Hungary",1993,"Stage 3","obesity",17.7
"ED 3","Hungary",1994,"Stage 3","obesity",18
"ED 3","Hungary",1995,"Stage 3","obesity",18.2
"ED 3","Hungary",1996,"Stage 3","obesity",18.5
"ED 3","Hungary",1997,"Stage 3","obesity",18.7
"ED 3","Hungary",1998,"Stage 3","obesity",19
"ED 3","Hungary",1999,"Stage 3","obesity",19.3
"ED 3","Hungary",2000,"Stage 3","obesity",19.6
"ED 3","Hungary",2001,"Stage 3","obesity",19.9
"ED 3","Hungary",2002,"Stage 3","obesity",20.2
"ED 3","Hungary",2003,"Stage 3","obesity",20.5
"ED 3","Hungary",2004,"Stage 3","obesity",20.9
"ED 3","Hungary",2005,"Stage 3","obesity",21.3
"ED 3","Hungary",2006,"Stage 3","obesity",21.7
"ED 3","Hungary",2007,"Stage 3","obesity",22.2
"ED 3","Hungary",2008,"Stage 3","obesity",22.6
"ED 3","Hungary",2009,"Stage 3","obesity",23.1
"ED 3","Hungary",2010,"Stage 3","obesity",23.5
"ED 3","Hungary",2011,"Stage 3","obesity",24
"ED 3","Hungary",2012,"Stage 3","obesity",24.5
"ED 3","Hungary",2013,"Stage 3","obesity",25
"ED 3","Hungary",2014,"Stage 3","obesity",25.4
"ED 3","Hungary",2015,"Stage 3","obesity",25.9
"ED 3","Hungary",2016,"Stage 3","obesity",26.4
"ED 3","Iceland",1975,"Stage 2","obesity",8.4
"ED 3","Iceland",1976,"Stage 2","obesity",8.7
"ED 3","Iceland",1977,"Stage 2","obesity",8.9
"ED 3","Iceland",1978,"Stage 2","obesity",9.1
"ED 3","Iceland",1979,"Stage 2","obesity",9.4
"ED 3","Iceland",1980,"Stage 3","obesity",9.7
"ED 3","Iceland",1981,"Stage 3","obesity",9.9
"ED 3","Iceland",1982,"Stage 3","obesity",10.2
"ED 3","Iceland",1983,"Stage 3","obesity",10.5
"ED 3","Iceland",1984,"Stage 3","obesity",10.7
"ED 3","Iceland",1985,"Stage 3","obesity",11
"ED 3","Iceland",1986,"Stage 3","obesity",11.3
"ED 3","Iceland",1987,"Stage 3","obesity",11.6
"ED 3","Iceland",1988,"Stage 3","obesity",12
"ED 3","Iceland",1989,"Stage 3","obesity",12.3
"ED 3","Iceland",1990,"Stage 3","obesity",12.6
"ED 3","Iceland",1991,"Stage 3","obesity",12.9
"ED 3","Iceland",1992,"Stage 3","obesity",13.3
"ED 3","Iceland",1993,"Stage 3","obesity",13.6
"ED 3","Iceland",1994,"Stage 3","obesity",13.9
"ED 3","Iceland",1995,"Stage 3","obesity",14.3
"ED 3","Iceland",1996,"Stage 3","obesity",14.6
"ED 3","Iceland",1997,"Stage 3","obesity",15
"ED 3","Iceland",1998,"Stage 3","obesity",15.3
"ED 3","Iceland",1999,"Stage 3","obesity",15.7
"ED 3","Iceland",2000,"Stage 3","obesity",16
"ED 3","Iceland",2001,"Stage 3","obesity",16.4
"ED 3","Iceland",2002,"Stage 3","obesity",16.8
"ED 3","Iceland",2003,"Stage 3","obesity",17.1
"ED 3","Iceland",2004,"Stage 3","obesity",17.5
"ED 3","Iceland",2005,"Stage 3","obesity",17.8
"ED 3","Iceland",2006,"Stage 3","obesity",18.2
"ED 3","Iceland",2007,"Stage 3","obesity",18.5
"ED 3","Iceland",2008,"Stage 3","obesity",18.9
"ED 3","Iceland",2009,"Stage 3","obesity",19.2
"ED 3","Iceland",2010,"Stage 3","obesity",19.6
"ED 3","Iceland",2011,"Stage 3","obesity",20
"ED 3","Iceland",2012,"Stage 3","obesity",20.3
"ED 3","Iceland",2013,"Stage 3","obesity",20.7
"ED 3","Iceland",2014,"Stage 3","obesity",21.1
"ED 3","Iceland",2015,"Stage 3","obesity",21.5
"ED 3","Iceland",2016,"Stage 3","obesity",21.9
"ED 3","India",1980,"Stage 2","obesity",0.5
"ED 3","India",1981,"Stage 2","obesity",0.5
"ED 3","India",1982,"Stage 2","obesity",0.5
"ED 3","India",1983,"Stage 2","obesity",0.6
"ED 3","India",1984,"Stage 2","obesity",0.6
"ED 3","India",1985,"Stage 2","obesity",0.7
"ED 3","India",1986,"Stage 2","obesity",0.7
"ED 3","India",1987,"Stage 2","obesity",0.8
"ED 3","India",1988,"Stage 2","obesity",0.8
"ED 3","India",1989,"Stage 2","obesity",0.9
"ED 3","India",2010,"Stage 2","obesity",2.8
"ED 3","India",2011,"Stage 2","obesity",3
"ED 3","India",2012,"Stage 2","obesity",3.1
"ED 3","India",2013,"Stage 2","obesity",3.3
"ED 3","India",2014,"Stage 2","obesity",3.5
"ED 3","India",2015,"Stage 2","obesity",3.7
"ED 3","India",2016,"Stage 2","obesity",3.9
"ED 3","Indonesia",2010,"Stage 2","obesity",4.9
"ED 3","Indonesia",2011,"Stage 2","obesity",5.2
"ED 3","Indonesia",2012,"Stage 2","obesity",5.5
"ED 3","Indonesia",2013,"Stage 2","obesity",5.8
"ED 3","Indonesia",2014,"Stage 2","obesity",6.1
"ED 3","Indonesia",2015,"Stage 2","obesity",6.5
"ED 3","Indonesia",2016,"Stage 2","obesity",6.9
"ED 3","Iran",2000,"Stage 2","obesity",16.6
"ED 3","Iran",2001,"Stage 2","obesity",17.1
"ED 3","Iran",2002,"Stage 2","obesity",17.6
"ED 3","Iran",2003,"Stage 2","obesity",18
"ED 3","Iran",2004,"Stage 2","obesity",18.6
"ED 3","Iran",2005,"Stage 2","obesity",19.1
"ED 3","Iran",2006,"Stage 2","obesity",19.7
"ED 3","Iran",2007,"Stage 2","obesity",20.3
"ED 3","Iran",2008,"Stage 2","obesity",20.9
"ED 3","Iran",2009,"Stage 2","obesity",21.5
"ED 3","Iran",2010,"Stage 2","obesity",22.1
"ED 3","Iran",2011,"Stage 2","obesity",22.7
"ED 3","Iran",2012,"Stage 2","obesity",23.3
"ED 3","Iran",2013,"Stage 2","obesity",24
"ED 3","Iran",2014,"Stage 2","obesity",24.6
"ED 3","Iran",2015,"Stage 2","obesity",25.2
"ED 3","Iran",2016,"Stage 2","obesity",25.8
"ED 3","Ireland",1990,"Stage 3","obesity",11.3
"ED 3","Ireland",1991,"Stage 3","obesity",11.7
"ED 3","Ireland",1992,"Stage 3","obesity",12.1
"ED 3","Ireland",1993,"Stage 3","obesity",12.5
"ED 3","Ireland",1994,"Stage 3","obesity",13
"ED 3","Ireland",1995,"Stage 3","obesity",13.5
"ED 3","Ireland",1996,"Stage 3","obesity",13.9
"ED 3","Ireland",1997,"Stage 3","obesity",14.4
"ED 3","Ireland",1998,"Stage 3","obesity",14.9
"ED 3","Ireland",1999,"Stage 3","obesity",15.4
"ED 3","Ireland",2010,"Stage 3","obesity",21.6
