country,name,year_data,decade,data_type,CD,UC,IBD,period,indust_status,labelled_stage
England,Devon,2012,2010-2019,Prevalence,227.758,409.2527,637.0107,1990-2019,Early,stage3
Wales,Cardiff,2012,2010-2019,Incidence,6.737589,17.4645374,24.2021264,1990-2019,Early,stage3
Scotland,Lothian,2013,2010-2019,Incidence,15.4168432,25.06708092,40.48392412,1990-2019,Early,stage3
Scotland,Lothian,2013,2010-2019,Prevalence,258,437,695,1990-2019,Early,stage3
United Kingdom,United Kingdom,2013,2010-2019,Incidence,9.1,15.1,24.2,1990-2019,Early,stage3
England,Devon,2013,2010-2019,Prevalence,234.8754,419.9288,654.8042,1990-2019,Early,stage3
England,Devon,2013,2010-2019,Incidence,7.806691,18.58736,26.394051,1990-2019,Early,stage3
Wales,Cardiff,2013,2010-2019,Incidence,6.737589,16.489357,23.226946,1990-2019,Early,stage3
Scotland,Lothian,2014,2010-2019,Incidence,14.10059199,26.56971053,40.67030252,1990-2019,Early,stage3
Scotland,Lothian,2014,2010-2019,Prevalence,265,454,719,1990-2019,Early,stage3
United Kingdom,United Kingdom,2014,2010-2019,Incidence,10.5,14.5,25,1990-2019,Early,stage3
England,Devon,2014,2010-2019,Incidence,12.17472,20.63197,32.80669,1990-2019,Early,stage3
England,Devon,2014,2010-2019,Prevalence,241.9929,437.7224,679.7153,1990-2019,Early,stage3
Wales,Cardiff,2014,2010-2019,Incidence,8.599291,21.98582,30.585111,1990-2019,Early,stage3
Scotland,Lothian,2015,2010-2019,Incidence,11.98432819,27.88660982,39.870938,1990-2019,Early,stage3
Scotland,Lothian,2015,2010-2019,Prevalence,270,470,740,1990-2019,Early,stage3
United Kingdom,United Kingdom,2015,2010-2019,Incidence,9.3,14.2,23.5,1990-2019,Early,stage3
England,Devon,2015,2010-2019,Incidence,13.75465,17.75093,31.50558,1990-2019,Early,stage3
England,Devon,2015,2010-2019,Prevalence,245.5516,451.9573,697.5089,1990-2019,Early,stage3
Wales,Cardiff,2015,2010-2019,Incidence,9.042553,10.372341,19.414894,1990-2019,Early,stage3
Scotland,Lothian,2016,2010-2019,Incidence,12.15909091,23.40909091,35.56818182,1990-2019,Early,stage3
Scotland,Lothian,2016,2010-2019,Prevalence,274,480,754,1990-2019,Early,stage3
United Kingdom,United Kingdom,2016,2010-2019,Incidence,9,13.7,22.7,1990-2019,Early,stage3
England,Devon,2016,2010-2019,Incidence,10.7,16.8,27.5,1990-2019,Early,stage3
England,Devon,2016,2010-2019,Prevalence,259.7865,462.6335,722.42,1990-2019,Early,stage3
Wales,Cardiff,2016,2010-2019,Incidence,7.624113,15.514185,23.138298,1990-2019,Early,stage3
Scotland,Lothian,2017,2010-2019,Incidence,12.36719321,24.73438642,37.10157963,1990-2019,Early,stage3
Scotland,Lothian,2017,2010-2019,Prevalence,278,493,771,1990-2019,Early,stage3
United Kingdom,United Kingdom,2017,2010-2019,Incidence,9,12.6,21.6,1990-2019,Early,stage3
England,Devon,2017,2010-2019,Prevalence,265.9464256,515.0731414,781.0195669,1990-2019,Early,stage3
Scotland,Lothian,2018,2010-2019,Prevalence,284.4373112,499.6600573,784.0973685,1990-2019,Early,stage3
United Kingdom,United Kingdom,2018,2010-2019,Prevalence,276,397,673,1990-2019,Early,stage3
United Kingdom,United Kingdom,2018,2010-2019,Incidence,5.9,10,15.9,1990-2019,Early,stage3
United States,Rochester (NY),1935,1930-1939,Incidence,0.116187714,0.069712628,0.185900342,1930-1959,Early,stage1
United States,Olmsted County,1940,1940-1949,Incidence,2.4,,,1930-1959,Early,stage1
United States,Olmsted County,1942,1940-1949,Incidence,,,,1930-1959,Early,stage1
United States,Olmsted County,1945,1940-1949,Incidence,0.9,,,1930-1959,Early,stage1
United States,Rochester (NY),1945,1940-1949,Incidence,0.3691953,0.325760559,0.694955858,1930-1959,Early,stage1
United States,Olmsted County,1949,1940-1949,Incidence,2.3,,,1930-1959,Early,stage1
United States,Olmsted County,1950,1950-1959,Incidence,1.4,,,1930-1959,Early,stage2
United States,Olmsted County,1955,1950-1959,Incidence,2.6,,,1930-1959,Early,stage2
United States,Rochester (NY),1955,1950-1959,Incidence,0.845750517,0.732983782,1.578734299,1930-1959,Early,stage2
United States,Olmsted County,1959,1950-1959,Incidence,2.539372172,4.761322822,7.300694994,1930-1959,Early,stage2
United States,Olmsted County,1960,1960-1969,Incidence,1.2,,,1960-1989,Early,stage2
United States,Baltimore,1962,1960-1969,Incidence,,,,1960-1989,Early,stage2
United States,Olmsted County,1963,1960-1969,Incidence,4,,,1960-1989,Early,stage2
United States,Olmsted County,1965,1960-1969,Prevalence,28,,,1960-1989,Early,stage2
United States,Olmsted County,1965,1960-1969,Incidence,4.8,,,1960-1989,Early,stage2
United States,Rochester (NY),1965,1960-1969,Incidence,2.566593376,1.58662136,4.153214736,1960-1989,Early,stage2
United States,Olmsted County,1967,1960-1969,Incidence,4.633333333,6.8,11.43333333,1960-1989,Early,stage2
United States,Olmsted County,1969,1960-1969,Incidence,7.424575593,7.919547299,15.34412289,1960-1989,Early,stage2
United States,Olmsted County,1970,1970-1979,Incidence,5.6,,,1960-1989,Early,stage2
United States,USA Cities Garland 1981,1973,1970-1979,Incidence,2.149325813,3.083815296,5.233141109,1960-1989,Early,stage2
United States,Baltimore,1973,1970-1979,Incidence,,,,1960-1989,Early,stage2
United States,Olmsted County,1975,1970-1979,Prevalence,106.5759637,,,1960-1989,Early,stage3
United States,Olmsted County,1975,1970-1979,Incidence,6.7,,,1960-1989,Early,stage3
United States,Rochester (NY),1975,1970-1979,Incidence,5.059630859,3.533261773,8.592892632,1960-1989,Early,stage3
United States,Baltimore,1978,1970-1979,Incidence,,,,1960-1989,Early,stage3
United States,Olmsted County,1979,1970-1979,Prevalence,,212.6,,1960-1989,Early,stage3
United States,Olmsted County,1979,1970-1979,Incidence,7.107553689,8.747758387,15.85531208,1960-1989,Early,stage3
United States,Olmsted County,1980,1980-1989,Incidence,4.3,,,1960-1989,Early,stage3
United States,Olmsted County,1980,1980-1989,Prevalence,89.12462231,,,1960-1989,Early,stage3
United States,Rochester (NY),1985,1980-1989,Incidence,3.872701202,2.303833197,6.176534399,1960-1989,Early,stage3
United States,Olmsted County,1985,1980-1989,Incidence,6.897404575,9.732219439,16.62962401,1960-1989,Early,stage3
United States,Olmsted County,1989,1980-1989,Incidence,6.915270646,8.067815754,14.9830864,1960-1989,Early,stage3
United States,Olmsted County,1990,1990-1999,Incidence,8.881858907,10.50622572,19.38808463,1990-2019,Early,stage3
United States,Olmsted County,1991,1990-1999,Prevalence,134.1462264,219.8767296,354.022956,1990-2019,Early,stage3
United States,Olmsted County,1991,1990-1999,Incidence,9.243650727,11.04042593,20.28407665,1990-2019,Early,stage3
United States,Olmsted County,1995,1990-1999,Incidence,8.751755553,10.09444644,18.84620199,1990-2019,Early,stage3
United States,Olmsted County,2001,2000-2009,Prevalence,174.7596774,215.1677419,389.9274194,1990-2019,Early,stage3
United States,Olmsted County,2005,2000-2009,Incidence,11.46606,13.51751,24.98357,1990-2019,Early,stage3
United States,Olmsted County,2006,2000-2009,Prevalence,221,272.9,493.9,1990-2019,Early,stage3
United States,Rhode Island,2009,2000-2009,Incidence,14.04759223,16.67360609,30.72119832,1990-2019,Early,stage3
United States,Olmsted County,2011,2010-2019,Prevalence,260.5434388,298.2536733,558.7971121,1990-2019,Early,stage3
United States,Olmsted County,2015,2010-2019,Incidence,7.855204,11.55642,19.411624,1990-2019,Early,stage3
United States,United States,2016,2010-2019,Prevalence,286.3931855,246.3997849,532.7929705,1990-2019,Early,stage3
United States,Olmsted County,2019,2010-2019,Prevalence,284.9,350,634.9,1990-2019,Early,stage3
Bosnia and Herzegovina,TUZLA,1995,1990-1999,Incidence,0.200749577,0.201499154,0.402248731,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,1996,1990-1999,Incidence,0.200749577,1.813492383,2.01424196,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,1997,1990-1999,Incidence,0.401499154,1.007495769,1.408994922,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,1998,1990-1999,Incidence,1.605996615,2.619488998,4.225485613,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,1999,1990-1999,Incidence,1.405247038,3.82848392,5.233730958,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,2000,2000-2009,Incidence,2.208245345,4.029983074,6.238228419,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,2001,2000-2009,Incidence,1.405247038,2.417989844,3.823236882,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,2002,2000-2009,Incidence,2.208245345,3.223986459,5.432231805,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,2003,2000-2009,Incidence,4.014991537,7.05247038,11.06746192,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,2004,2000-2009,Incidence,6.423986459,8.261465302,14.68545176,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,2005,2000-2009,Incidence,3.011243653,6.447972919,9.459216571,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,2006,2000-2009,Incidence,5.018739421,5.641976304,10.66071572,1990-2019,Newly,stage2
Bosnia and Herzegovina,TUZLA,2006,2000-2009,Prevalence,28.2,43.12081889,71.32081889,1990-2019,Newly,stage2
Brazil,Uberlandia,1981,1980-1989,Incidence,0,0.458711388,0.458711388,1960-1989,Newly,stage1
Brazil,Uberlandia,1982,1980-1989,Incidence,0.858708159,0,0.858708159,1960-1989,Newly,stage1
Brazil,Uberlandia,1983,1980-1989,Incidence,0.403528453,0,0.403528453,1960-1989,Newly,stage1
Brazil,Uberlandia,1987,1980-1989,Incidence,0.325269893,0,0.325269893,1960-1989,Newly,stage1
Brazil,Botucatu,1988,1980-1989,Incidence,0.24,0.74,0.98,1960-1989,Newly,stage1
Brazil,Uberlandia,1988,1980-1989,Incidence,0,0.620457091,0.620457091,1960-1989,Newly,stage1
Brazil,Uberlandia,1989,1980-1989,Incidence,0.593033634,0,0.593033634,1960-1989,Newly,stage1
Brazil,Botucatu,1990,1990-1999,Prevalence,0.24,0.99,1.23,1990-2019,Newly,stage1
Brazil,Uberlandia,1990,1990-1999,Incidence,0.567931735,0,0.567931735,1990-2019,Newly,stage1
Brazil,Uberlandia,1991,1990-1999,Incidence,0.272434282,0,0.272434282,1990-2019,Newly,stage1
Brazil,Uberlandia,1992,1990-1999,Incidence,0.261802721,0.261802721,0.523605442,1990-2019,Newly,stage1
Brazil,Botucatu,1993,1990-1999,Incidence,0.68,3.86,4.54,1990-2019,Newly,stage1
Brazil,Uberlandia,1994,1990-1999,Incidence,0.97139485,0.242848713,1.214243563,1990-2019,Newly,stage1
Brazil,Botucatu,1995,1990-1999,Prevalence,0.9,4.77,5.67,1990-2019,Newly,stage1
Brazil,Uberlandia,1995,1990-1999,Incidence,0.468729859,0.468729859,0.937459719,1990-2019,Newly,stage1
Brazil,Botucatu,1996,1990-1999,Incidence,,,,1990-2019,Newly,stage1
Brazil,Uberlandia,1996,1990-1999,Incidence,0.67936321,0.905817614,1.585180824,1990-2019,Newly,stage1
Brazil,Uberlandia,1997,1990-1999,Incidence,0.21905997,0.43811994,0.65717991,1990-2019,Newly,stage1
Brazil,Botucatu,1998,1990-1999,Incidence,1.48,7.18,8.66,1990-2019,Newly,stage1
Brazil,Uberlandia,1998,1990-1999,Incidence,0.636399506,1.272799012,1.909198518,1990-2019,Newly,stage1
Brazil,Uberlandia,1999,1990-1999,Incidence,0.822523997,0.822523997,1.645047994,1990-2019,Newly,stage1
Brazil,Botucatu,2000,2000-2009,Prevalence,2.32,11.62,13.94,1990-2019,Newly,stage2
Brazil,Uberlandia,2000,2000-2009,Incidence,0.997577881,1.197093457,2.194671338,1990-2019,Newly,stage2
Brazil,Uberlandia,2001,2000-2009,Incidence,0.782022859,0.391011429,1.173034288,1990-2019,Newly,stage2
Brazil,Uberlandia,2002,2000-2009,Incidence,0.574961573,0.958269289,1.533230862,1990-2019,Newly,stage2
Brazil,Botucatu,2003,2000-2009,Incidence,3.5,6.23,9.73,1990-2019,Newly,stage2
Brazil,Uberlandia,2003,2000-2009,Incidence,0.939754235,0.751803388,1.691557624,1990-2019,Newly,stage2
Brazil,Uberlandia,2004,2000-2009,Incidence,1.10632931,0.921941092,2.028270402,1990-2019,Newly,stage2
Brazil,Botucatu,2005,2000-2009,Prevalence,10.23,20.85,31.08,1990-2019,Newly,stage2
Brazil,Uberlandia,2005,2000-2009,Incidence,0.361916274,0.904790686,1.26670696,1990-2019,Newly,stage2
Brazil,Uberlandia,2006,2000-2009,Incidence,1.065921943,1.065921943,2.131843885,1990-2019,Newly,stage2
Brazil,Uberlandia,2007,2000-2009,Incidence,0.697869579,0.697869579,1.395739157,1990-2019,Newly,stage2
Brazil,Uberlandia,2007,2000-2009,Prevalence,15.23146025,15.0659009,30.29736115,1990-2019,Newly,stage2
Brazil,Uberlandia,2008,2000-2009,Incidence,1.542540702,1.199753879,2.742294581,1990-2019,Newly,stage2
Brazil,Brazil,2008,2000-2009,Prevalence,9.5,8.8,18.3,1990-2019,Newly,stage2
Brazil,Uberlandia,2009,2000-2009,Incidence,0.33685175,1.01055525,1.347406999,1990-2019,Newly,stage2
Brazil,Brazil,2009,2000-2009,Incidence,2.659794,3.360825,6.020619,1990-2019,Newly,stage2
Brazil,Uberlandia,2010,2010-2019,Incidence,1.490034155,1.490034155,2.98006831,1990-2019,Newly,stage2
Brazil,Brazil,2010,2010-2019,Incidence,2.680412,3.56701,6.247422,1990-2019,Newly,stage2
Brazil,Parana,2010,2010-2019,Incidence,0.66,1.34,2,1990-2019,Newly,stage2
Brazil,Uberlandia,2011,2010-2019,Incidence,0.652167888,0.489125916,1.141293803,1990-2019,Newly,stage2
Brazil,Brazil,2011,2010-2019,Incidence,2.701031,3.938144,6.639175,1990-2019,Newly,stage2
Brazil,Parana,2011,2010-2019,Incidence,0.77,1.96,2.73,1990-2019,Newly,stage2
Brazil,Sao Paulo State,2012,2010-2019,Incidence,6.83,6.73,13.56,1990-2019,Newly,stage2
Brazil,Brazil,2012,2010-2019,Incidence,3.207467202,4.908253353,8.115720555,1990-2019,Newly,stage2
Brazil,Brazil,2012,2010-2019,Prevalence,12.60499743,17.40424953,30.00924696,1990-2019,Newly,stage2
Brazil,Uberlandia,2012,2010-2019,Incidence,0.321200003,0.481800005,0.803000008,1990-2019,Newly,stage2
Brazil,Parana,2012,2010-2019,Incidence,1.21,2.57,3.78,1990-2019,Newly,stage2
Brazil,Parana,2012,2010-2019,Prevalence,2.76,6.16,8.92,1990-2019,Newly,stage2
Brazil,Sao Paulo State,2013,2010-2019,Incidence,6.62,6.92,13.54,1990-2019,Newly,stage2
Brazil,Espirito Santo,2013,2010-2019,Prevalence,5.328118127,8.725758671,14.0538768,1990-2019,Newly,stage2
Brazil,Espirito Santo,2013,2010-2019,Incidence,3.011545028,5.534035735,8.545580764,1990-2019,Newly,stage2
Brazil,Brazil,2013,2010-2019,Prevalence,15.2890539,22.79927435,38.08832825,1990-2019,Newly,stage2
Brazil,Brazil,2013,2010-2019,Incidence,3.038822842,4.71372505,7.752547892,1990-2019,Newly,stage2
Brazil,Uberlandia,2013,2010-2019,Incidence,0.316460703,0.316460703,0.632921407,1990-2019,Newly,stage2
Brazil,Parana,2013,2010-2019,Incidence,1.21,2.66,3.87,1990-2019,Newly,stage2
Brazil,Sao Paulo State,2014,2010-2019,Incidence,5.66,6.99,12.65,1990-2019,Newly,stage2
Brazil,Espirito Santo,2014,2010-2019,Prevalence,11.6600846,20.64324028,32.30332487,1990-2019,Newly,stage2
Brazil,Espirito Santo,2014,2010-2019,Incidence,2.419531903,5.250899023,7.670430926,1990-2019,Newly,stage2
Brazil,Brazil,2014,2010-2019,Incidence,3.276166909,5.105721785,8.381888694,1990-2019,Newly,stage2
Brazil,Brazil,2014,2010-2019,Prevalence,18.54429485,28.82547443,47.36976928,1990-2019,Newly,stage2
Brazil,Uberlandia,2014,2010-2019,Incidence,0.31185874,0.15592937,0.467788111,1990-2019,Newly,stage2
Brazil,Rio Grande do Sul,2014,2010-2019,Incidence,1.809651,0.7319035,2.5415545,1990-2019,Newly,stage2
Brazil,Parana,2014,2010-2019,Incidence,1.51,3.52,5.03,1990-2019,Newly,stage2
Brazil,Parana,2014,2010-2019,Prevalence,5.29,11.9,17.19,1990-2019,Newly,stage2
Brazil,Sao Paulo State,2015,2010-2019,Prevalence,24.2783656,28.31120864,52.58957424,1990-2019,Newly,stage2
Brazil,Sao Paulo State,2015,2010-2019,Incidence,5.48,8,13.48,1990-2019,Newly,stage2
Brazil,Brazil,2015,2010-2019,Incidence,3.162182027,5.047836694,8.21001872,1990-2019,Newly,stage2
Brazil,Brazil,2015,2010-2019,Prevalence,21.19924794,34.9106253,56.10987324,1990-2019,Newly,stage2
Brazil,Rio Grande do Sul,2015,2010-2019,Incidence,2.02681,0.5871314,2.6139414,1990-2019,Newly,stage2
Brazil,Parana,2015,2010-2019,Incidence,1.46,3.66,5.12,1990-2019,Newly,stage2
Brazil,Brazil,2016,2010-2019,Incidence,2.867532537,5.281127138,8.148659676,1990-2019,Newly,stage2
Brazil,Brazil,2016,2010-2019,Prevalence,23.79059555,40.80522888,64.59582443,1990-2019,Newly,stage2
Brazil,Rio Grande do Sul,2016,2010-2019,Incidence,1.399464,0.5067024,1.9061664,1990-2019,Newly,stage2
Brazil,Parana,2016,2010-2019,Incidence,1.77,4.81,6.58,1990-2019,Newly,stage2
Brazil,Brazil,2017,2010-2019,Prevalence,29.05293162,46.51608195,75.56901357,1990-2019,Newly,stage2
Brazil,Brazil,2017,2010-2019,Incidence,2.877066647,5.588149028,8.465215675,1990-2019,Newly,stage2
Brazil,Rio Grande do Sul,2017,2010-2019,Prevalence,6.890951311,2.619264656,9.510215967,1990-2019,Newly,stage2
Brazil,Rio Grande do Sul,2017,2010-2019,Incidence,0.4906166,0.30563,0.7962466,1990-2019,Newly,stage2
Brazil,Parana,2017,2010-2019,Prevalence,10.74,27.5,38.24,1990-2019,Newly,stage2
Brazil,Parana,2017,2010-2019,Incidence,1.74,6.02,7.76,1990-2019,Newly,stage2
Brazil,Brazil,2018,2010-2019,Prevalence,28.91581521,52.89529864,81.81111384,1990-2019,Newly,stage2
Brazil,Brazil,2018,2010-2019,Incidence,3.075854613,5.642823877,8.71867849,1990-2019,Newly,stage2
Brazil,Rio Grande do Sul,2018,2010-2019,Incidence,0.5871314,0.233244,0.8203754,1990-2019,Newly,stage2
Brazil,Parana,2018,2010-2019,Incidence,2.54,6.89,9.43,1990-2019,Newly,stage2
Brazil,Brazil,2019,2010-2019,Prevalence,31.58406283,59.87471872,91.45878156,1990-2019,Newly,stage2
Brazil,Brazil,2019,2010-2019,Incidence,3.224407662,7.024602407,10.24901007,1990-2019,Newly,stage2
Brazil,Rio Grande do Sul,2019,2010-2019,Incidence,0.6675603,0.2895442,0.9571045,1990-2019,Newly,stage2
Brazil,Parana,2019,2010-2019,Prevalence,15.84,42.99,58.83,1990-2019,Newly,stage2
Brazil,Parana,2019,2010-2019,Incidence,3.34,10.43,13.77,1990-2019,Newly,stage2
China,China,1979,1970-1979,Incidence,0.848,,,1960-1989,Newly,stage1
China,China,1989,1980-1989,Incidence,,,,1960-1989,Newly,stage1
China,Yunnan,1998,1990-1999,Prevalence,0.005,0.24,0.245,1990-2019,Newly,stage1
China,Yunnan,1998,1990-1999,Incidence,0,0.07,0.07,1990-2019,Newly,stage1
China,Yunnan,1999,1990-1999,Incidence,0,0.1017668,0.1017668,1990-2019,Newly,stage1
China,Yunnan,2000,2000-2009,Incidence,0,0.1908127,0.1908127,1990-2019,Newly,stage1
China,Yunnan,2001,2000-2009,Incidence,0,0.2671378,0.2671378,1990-2019,Newly,stage1
China,Yunnan,2002,2000-2009,Incidence,0.008480565,0.2840989,0.292579465,1990-2019,Newly,stage1
China,Yunnan,2003,2000-2009,Incidence,0.008480565,0.3137809,0.322261465,1990-2019,Newly,stage1
China,Yunnan,2004,2000-2009,Incidence,0.008480565,0.3222615,0.330742065,1990-2019,Newly,stage1
China,Yunnan,2005,2000-2009,Incidence,0.01272085,0.360424,0.37314485,1990-2019,Newly,stage1
China,Yunnan,2006,2000-2009,Incidence,0.02120141,0.3858657,0.40706711,1990-2019,Newly,stage1
China,China,2007,2000-2009,Prevalence,2.29,,,1990-2019,Newly,stage1
China,Yunnan,2007,2000-2009,Incidence,0.0254417,0.4240283,0.44947,1990-2019,Newly,stage1
China,Yunnan,2008,2000-2009,Incidence,0.02968198,0.4833922,0.51307418,1990-2019,Newly,stage1
China,Yunnan,2009,2000-2009,Incidence,0.03392226,0.5724382,0.60636046,1990-2019,Newly,stage1
China,Wuhan,2010,2010-2019,Incidence,0.558699977,1.593938171,2.152638148,1990-2019,Newly,stage2
China,Yunnan,2010,2010-2019,Incidence,0.03816254,0.6318021,0.66996464,1990-2019,Newly,stage2
China,Wuhan,2011,2010-2019,Incidence,0.558699977,1.593938171,2.152638148,1990-2019,Newly,stage2
China,Yinzhou District,2011,2010-2019,Incidence,0.3508772,4.035088,4.3859652,1990-2019,Newly,stage2
China,Yunnan,2011,2010-2019,Incidence,0.03816254,0.7293286,0.76749114,1990-2019,Newly,stage2
China,Chengdu City,2012,2010-2019,Incidence,0.142202166,0.431606498,0.573808664,1990-2019,Newly,stage2
China,Zhongshan,2012,2010-2019,Incidence,1.177196807,2.144300059,3.321496866,1990-2019,Newly,stage2
China,Xi'an,2012,2010-2019,Incidence,0.068540164,0.64478115,0.713321315,1990-2019,Newly,stage2
China,Daqing,2012,2010-2019,Incidence,0.148879976,1.860999699,2.009879675,1990-2019,Newly,stage2
China,Guangzhou,2012,2010-2019,Incidence,1.164383562,2.123287671,3.287671233,1990-2019,Newly,stage2
China,Yinzhou District,2012,2010-2019,Incidence,0.2631579,0.9649123,1.2280702,1990-2019,Newly,stage2
China,Yunnan,2012,2010-2019,Incidence,0.05512367,0.8522968,0.90742047,1990-2019,Newly,stage2
China,Guangzhou,2013,2010-2019,Incidence,1.438356164,2.260273973,3.698630137,1990-2019,Newly,stage2
China,Xiangshan,2013,2010-2019,Incidence,0.4,1.066666667,1.466666667,1990-2019,Newly,stage2
China,Kunming,2013,2010-2019,Incidence,0.075999392,1.185590515,1.261589907,1990-2019,Newly,stage2
China,Daqing,2013,2010-2019,Incidence,0.148879976,1.860999699,2.009879675,1990-2019,Newly,stage2
China,Yinzhou District,2013,2010-2019,Incidence,0.3508772,2.368421,2.7192982,1990-2019,Newly,stage2
China,China,2013,2010-2019,Prevalence,1.7,8.1,9.8,1990-2019,Newly,stage2
China,China,2013,2010-2019,Incidence,0.86,4.3,5.16,1990-2019,Newly,stage2
China,Yunnan,2013,2010-2019,Incidence,0.08,1.08,1.16,1990-2019,Newly,stage2
China,Yunnan,2013,2010-2019,Prevalence,0.42,7.04,7.46,1990-2019,Newly,stage2
China,Yinzhou District,2014,2010-2019,Incidence,0.0877193,9.824561,9.9122803,1990-2019,Newly,stage2
China,China,2014,2010-2019,Prevalence,2.4,11.2,13.6,1990-2019,Newly,stage2
China,China,2014,2010-2019,Incidence,0.99,4.5,5.49,1990-2019,Newly,stage2
China,Yinzhou District,2015,2010-2019,Incidence,0.7894737,13.59649,14.3859637,1990-2019,Newly,stage2
China,China,2015,2010-2019,Incidence,0.89,4.3,5.19,1990-2019,Newly,stage2
China,China,2015,2010-2019,Prevalence,3,14.2,17.2,1990-2019,Newly,stage2
China,Yinzhou District,2016,2010-2019,Incidence,0.4385965,22.89474,23.3333365,1990-2019,Newly,stage2
China,China,2016,2010-2019,Prevalence,3.5,16.6,20.1,1990-2019,Newly,stage2
China,China,2016,2010-2019,Incidence,0.97,4.7,5.67,1990-2019,Newly,stage2
China,Yinzhou District,2017,2010-2019,Incidence,1.754386,21.92982,23.684206,1990-2019,Newly,stage3
China,Yinzhou District,2018,2010-2019,Incidence,1.22807,20.4386,21.66667,1990-2019,Newly,stage3
China,Yinzhou District,2019,2010-2019,Incidence,2.280702,20.35088,22.631582,1990-2019,Newly,stage3
Czech Republic,Most,1968,1960-1969,Prevalence,,9.1,,1960-1989,Newly,stage1
Czech Republic,Teplice,1968,1960-1969,Prevalence,,7.9,,1960-1989,Newly,stage1
Czech Republic,Liberec,1968,1960-1969,Prevalence,,13,,1960-1989,Newly,stage1
Czech Republic,North Bohemia,1968,1960-1969,Prevalence,,11.3,,1960-1989,Newly,stage1
Czech Republic,Decin,1968,1960-1969,Prevalence,,8.1,,1960-1989,Newly,stage1
Czech Republic,Litomerice,1968,1960-1969,Prevalence,,21.2,,1960-1989,Newly,stage1
Czech Republic,Chomutov,1968,1960-1969,Prevalence,,12.4,,1960-1989,Newly,stage1
Czech Republic,Usti nad Labem,1968,1960-1969,Prevalence,,19.5,,1960-1989,Newly,stage1
Czech Republic,Louny,1968,1960-1969,Prevalence,,8.3,,1960-1989,Newly,stage1
Czech Republic,Jablonec,1968,1960-1969,Prevalence,,4.9,,1960-1989,Newly,stage1
Czech Republic,Ceska Lipa,1968,1960-1969,Prevalence,,5.1,,1960-1989,Newly,stage1
Czech Republic,North Bohemia,1978,1970-1979,Prevalence,,23.9,,1960-1989,Newly,stage2
Czech Republic,Ceska Lipa,1978,1970-1979,Prevalence,,21.1,,1960-1989,Newly,stage2
Czech Republic,Teplice,1978,1970-1979,Prevalence,,13.7,,1960-1989,Newly,stage2
Czech Republic,Decin,1978,1970-1979,Prevalence,,12.9,,1960-1989,Newly,stage2
Czech Republic,Jablonec,1978,1970-1979,Prevalence,,29.7,,1960-1989,Newly,stage2
Czech Republic,Most,1978,1970-1979,Prevalence,,41.6,,1960-1989,Newly,stage2
Czech Republic,Litomerice,1978,1970-1979,Prevalence,,29.4,,1960-1989,Newly,stage2
Czech Republic,Chomutov,1978,1970-1979,Prevalence,,12.2,,1960-1989,Newly,stage2
Czech Republic,Louny,1978,1970-1979,Prevalence,,14.7,,1960-1989,Newly,stage2
Czech Republic,Liberec,1978,1970-1979,Prevalence,,24,,1960-1989,Newly,stage2
Czech Republic,Usti nad Labem,1978,1970-1979,Prevalence,,41.6,,1960-1989,Newly,stage2
Estonia,Tartu,1983,1980-1989,Incidence,0.27,1.5,1.77,1960-1989,Newly,stage1
Estonia,Tartu,1996,1990-1999,Incidence,1.432024023,1.762491105,3.194515128,1990-2019,Newly,stage2
Hong Kong,Hong Kong,1983,1980-1989,Incidence,0.01,0.09,0.1,1960-1989,Newly,stage1
Hong Kong,Hong Kong,1985,1980-1989,Prevalence,0.05,0.49,0.54,1960-1989,Newly,stage1
Hong Kong,Shatin,1987,1980-1989,Incidence,,1.4,,1960-1989,Newly,stage1
Hong Kong,Shatin and Sai Kung Districts,1988,1980-1989,Incidence,0.3,0.68,0.98,1960-1989,Newly,stage1
Hong Kong,Hong Kong,1988,1980-1989,Incidence,0.13,0.32,0.45,1960-1989,Newly,stage1
Hong Kong,Shatin,1990,1990-1999,Incidence,,5,,1990-2019,Newly,stage1
Hong Kong,Hong Kong,1990,1990-1999,Prevalence,0.74,2.17,2.91,1990-2019,Newly,stage1
Hong Kong,Shatin and Sai Kung Districts,1991,1990-1999,Incidence,0.4,0.79,1.19,1990-2019,Newly,stage1
Hong Kong,Tuen Mun and Yuen Long Districts,1991,1990-1999,Prevalence,0.49,,,1990-2019,Newly,stage1
Hong Kong,Tuen Mun and Yuen Long Districts,1993,1990-1999,Incidence,0.12,,,1990-2019,Newly,stage1
Hong Kong,Shatin,1993,1990-1999,Incidence,,3.5,,1990-2019,Newly,stage1
Hong Kong,Hong Kong,1993,1990-1999,Incidence,0.24,0.063,0.303,1990-2019,Newly,stage1
